CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Salary,City,CIBIL,Risk
no_checking,39,credits_paid_to_date,car_used,7691,500_to_1000,greater_7,5,male,co-applicant,4,car_other,41,stores,own,2,unskilled,2,none,yes,5330,Metro,828,No Risk
less_0,4,all_credits_paid_back,repairs,917,less_100,unemployed,1,male,co-applicant,1,savings_insurance,40,stores,own,1,unskilled,1,yes,yes,7609,Metro,833,No Risk
0_to_200,25,outstanding_credit,appliances,2992,500_to_1000,4_to_7,3,male,none,2,car_other,41,none,own,2,skilled,1,none,no,7465,Metro,813,No Risk
less_0,4,all_credits_paid_back,car_used,250,less_100,less_1,1,male,none,2,real_estate,32,stores,rent,1,skilled,1,none,yes,6881,Metro,704,No Risk
no_checking,31,prior_payments_delayed,car_used,5355,100_to_500,1_to_4,2,female,none,2,unknown,48,none,own,2,skilled,1,yes,yes,3887,Non-Metro,700,Risk
greater_200,4,prior_payments_delayed,furniture,400,less_100,1_to_4,2,female,none,3,savings_insurance,35,none,own,1,skilled,1,none,yes,6953,Metro,885,No Risk
greater_200,21,outstanding_credit,appliances,4943,100_to_500,4_to_7,4,female,none,4,unknown,49,none,own,1,skilled,1,none,yes,7131,Metro,819,No Risk
less_0,9,credits_paid_to_date,car_new,2421,less_100,1_to_4,3,female,none,2,savings_insurance,32,none,own,2,skilled,1,none,yes,7206,Metro,860,No Risk
less_0,23,prior_payments_delayed,furniture,7095,less_100,1_to_4,4,female,none,3,car_other,40,none,own,2,skilled,2,none,yes,7722,Metro,897,No Risk
no_checking,28,outstanding_credit,vacation,6885,500_to_1000,4_to_7,5,male,co-applicant,5,unknown,40,none,free,2,management_self-employed,1,yes,yes,3527,Non-Metro,712,Risk
no_checking,26,outstanding_credit,furniture,8166,greater_1000,greater_7,5,female,co-applicant,4,unknown,56,none,own,2,skilled,1,none,no,4704,Non-Metro,722,Risk
0_to_200,4,all_credits_paid_back,education,250,less_100,less_1,2,male,none,2,real_estate,19,stores,rent,1,unskilled,1,none,yes,6693,Non-Metro,809,No Risk
less_0,12,all_credits_paid_back,car_new,250,less_100,less_1,1,female,none,1,savings_insurance,39,bank,rent,1,unemployed,1,yes,yes,3038,Metro,837,No Risk
no_checking,23,outstanding_credit,car_used,1968,500_to_1000,1_to_4,3,female,none,3,real_estate,34,none,own,1,skilled,2,none,yes,6309,Metro,864,No Risk
less_0,30,credits_paid_to_date,appliances,2490,less_100,1_to_4,3,male,none,3,car_other,28,none,own,2,skilled,1,yes,yes,7298,Non-Metro,893,No Risk
less_0,16,credits_paid_to_date,car_new,250,less_100,4_to_7,3,female,co-applicant,1,savings_insurance,47,stores,own,1,unskilled,1,none,yes,5506,Metro,825,No Risk
greater_200,21,prior_payments_delayed,retraining,6692,less_100,1_to_4,4,female,none,4,car_other,37,none,own,1,management_self-employed,1,none,yes,6767,Metro,894,No Risk
no_checking,37,outstanding_credit,radio_tv,5449,unknown,1_to_4,3,male,none,4,savings_insurance,32,none,free,2,skilled,2,yes,yes,3302,Non-Metro,710,Risk
no_checking,27,prior_payments_delayed,furniture,6758,500_to_1000,greater_7,4,male,co-applicant,4,car_other,52,none,own,2,management_self-employed,1,yes,yes,3489,Non-Metro,710,Risk
0_to_200,4,credits_paid_to_date,car_used,250,less_100,less_1,2,female,none,1,savings_insurance,30,none,own,1,skilled,1,none,yes,6141,Metro,830,No Risk
0_to_200,36,credits_paid_to_date,appliances,7469,less_100,1_to_4,3,male,none,4,car_other,29,none,own,1,skilled,2,none,yes,7833,Metro,850,No Risk
greater_200,4,prior_payments_delayed,repairs,1289,less_100,1_to_4,3,female,co-applicant,4,real_estate,50,none,own,1,skilled,1,yes,yes,5884,Metro,731,No Risk
no_checking,29,prior_payments_delayed,car_used,4216,greater_1000,4_to_7,3,female,co-applicant,4,savings_insurance,43,stores,own,2,unskilled,2,yes,yes,3529,Non-Metro,723,Risk
no_checking,25,prior_payments_delayed,car_used,3290,100_to_500,1_to_4,3,male,none,3,real_estate,23,stores,own,1,unskilled,1,none,yes,4016,Non-Metro,855,Risk
0_to_200,32,credits_paid_to_date,other,2909,greater_1000,4_to_7,4,female,none,3,car_other,35,none,own,2,skilled,2,yes,yes,7027,Metro,845,No Risk
less_0,27,credits_paid_to_date,retraining,250,100_to_500,1_to_4,1,female,none,1,car_other,19,stores,rent,1,unskilled,1,none,yes,4464,Metro,713,Risk
greater_200,22,outstanding_credit,car_used,6289,500_to_1000,4_to_7,3,male,none,3,car_other,40,none,own,3,skilled,1,yes,yes,3534,Metro,822,Risk
no_checking,10,credits_paid_to_date,car_new,1586,less_100,1_to_4,2,male,none,4,real_estate,51,none,rent,1,management_self-employed,1,yes,yes,7321,Metro,732,No Risk
no_checking,36,outstanding_credit,retraining,10279,500_to_1000,greater_7,5,male,co-applicant,4,car_other,50,none,free,2,management_self-employed,2,yes,yes,3871,Non-Metro,747,Risk
greater_200,23,prior_payments_delayed,repairs,4526,greater_1000,greater_7,4,male,none,4,car_other,32,stores,own,2,unskilled,1,yes,yes,5991,Metro,732,No Risk
less_0,9,all_credits_paid_back,car_new,250,100_to_500,less_1,2,male,none,2,savings_insurance,20,none,own,2,skilled,1,none,yes,7668,Metro,853,No Risk
0_to_200,12,credits_paid_to_date,vacation,3189,500_to_1000,4_to_7,3,female,co-applicant,1,savings_insurance,34,bank,own,2,unemployed,1,none,yes,3387,Non-Metro,813,Risk
less_0,20,prior_payments_delayed,retraining,1466,less_100,less_1,3,female,none,2,car_other,24,none,rent,1,skilled,1,none,yes,5931,Metro,858,No Risk
0_to_200,4,prior_payments_delayed,furniture,2571,500_to_1000,4_to_7,3,female,none,2,car_other,38,none,own,2,skilled,1,none,yes,7832,Non-Metro,708,No Risk
0_to_200,27,credits_paid_to_date,furniture,2947,greater_1000,1_to_4,3,female,none,3,real_estate,33,none,own,1,skilled,1,none,yes,5406,Metro,832,No Risk
greater_200,10,prior_payments_delayed,vacation,362,greater_1000,1_to_4,3,male,none,2,real_estate,19,none,rent,1,management_self-employed,2,none,yes,5261,Metro,876,No Risk
less_0,29,credits_paid_to_date,furniture,2440,less_100,4_to_7,3,male,none,3,savings_insurance,39,none,own,1,skilled,1,yes,yes,7936,Non-Metro,725,Risk
no_checking,20,credits_paid_to_date,car_new,6065,greater_1000,1_to_4,3,female,none,2,savings_insurance,36,none,own,2,skilled,1,none,no,5034,Metro,839,No Risk
no_checking,44,prior_payments_delayed,radio_tv,6100,500_to_1000,greater_7,5,male,co-applicant,5,savings_insurance,52,none,free,2,skilled,1,yes,yes,3731,Non-Metro,897,Risk
less_0,5,prior_payments_delayed,car_new,480,100_to_500,1_to_4,1,female,co-applicant,2,savings_insurance,40,stores,own,1,unskilled,1,yes,yes,7568,Non-Metro,894,No Risk
0_to_200,17,prior_payments_delayed,radio_tv,5493,100_to_500,1_to_4,2,male,none,3,unknown,44,none,own,1,skilled,2,yes,no,7883,Metro,896,No Risk
less_0,4,all_credits_paid_back,appliances,250,less_100,unemployed,1,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,5672,Metro,848,No Risk
0_to_200,21,credits_paid_to_date,furniture,2664,less_100,1_to_4,2,male,none,3,car_other,40,none,rent,1,skilled,1,none,yes,3386,Non-Metro,858,Risk
no_checking,16,credits_paid_to_date,car_new,2467,100_to_500,1_to_4,3,male,none,3,car_other,37,none,rent,1,skilled,1,yes,yes,6450,Non-Metro,716,No Risk
0_to_200,16,credits_paid_to_date,repairs,5187,less_100,4_to_7,4,male,none,4,unknown,36,none,own,1,skilled,1,none,yes,3605,Non-Metro,715,Risk
less_0,4,credits_paid_to_date,car_new,632,100_to_500,1_to_4,1,female,co-applicant,2,real_estate,24,stores,own,1,skilled,1,none,yes,6807,Metro,833,No Risk
greater_200,35,all_credits_paid_back,business,4231,500_to_1000,1_to_4,4,female,none,2,savings_insurance,29,none,own,1,skilled,1,none,yes,4436,Non-Metro,857,Risk
0_to_200,20,credits_paid_to_date,car_new,250,greater_1000,4_to_7,3,female,none,3,savings_insurance,20,stores,rent,1,skilled,1,none,yes,4339,Non-Metro,715,Risk
less_0,14,all_credits_paid_back,vacation,1886,less_100,4_to_7,2,female,none,2,real_estate,32,stores,rent,1,skilled,1,none,yes,7711,Metro,721,No Risk
greater_200,20,credits_paid_to_date,radio_tv,3299,greater_1000,4_to_7,4,female,none,3,car_other,57,none,free,2,skilled,2,yes,yes,5886,Non-Metro,727,Risk
0_to_200,29,outstanding_credit,car_used,2750,100_to_500,4_to_7,4,male,none,3,unknown,39,bank,own,1,unemployed,1,yes,yes,3516,Non-Metro,859,Risk
less_0,12,all_credits_paid_back,appliances,532,less_100,less_1,1,male,none,1,car_other,20,stores,rent,1,skilled,1,none,yes,7603,Metro,713,No Risk
no_checking,51,outstanding_credit,radio_tv,9470,greater_1000,greater_7,5,male,co-applicant,3,unknown,51,none,free,2,skilled,2,yes,yes,4514,Non-Metro,722,Risk
no_checking,17,credits_paid_to_date,car_new,4252,100_to_500,less_1,2,male,none,2,car_other,36,none,free,1,skilled,1,none,yes,7309,Metro,743,No Risk
no_checking,26,prior_payments_delayed,appliances,4430,unknown,less_1,2,female,none,2,car_other,49,none,rent,2,skilled,1,none,yes,4799,Non-Metro,719,No Risk
less_0,8,all_credits_paid_back,vacation,250,100_to_500,1_to_4,2,female,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes,7260,Metro,856,No Risk
no_checking,41,outstanding_credit,retraining,7089,greater_1000,greater_7,5,male,co-applicant,4,car_other,44,stores,free,3,unskilled,2,yes,yes,7666,Metro,890,No Risk
no_checking,8,credits_paid_to_date,car_used,376,less_100,1_to_4,3,female,none,3,real_estate,26,none,rent,1,management_self-employed,1,none,yes,5566,Metro,709,No Risk
no_checking,33,prior_payments_delayed,vacation,7651,unknown,greater_7,4,male,co-applicant,3,car_other,46,none,own,2,skilled,2,yes,yes,4940,Metro,736,Risk
0_to_200,9,prior_payments_delayed,furniture,250,less_100,less_1,1,male,none,3,savings_insurance,31,none,own,1,skilled,1,yes,yes,6801,Metro,868,No Risk
greater_200,30,prior_payments_delayed,car_used,4577,100_to_500,1_to_4,4,female,none,3,savings_insurance,35,none,own,2,skilled,2,none,yes,6059,Metro,811,No Risk
no_checking,34,prior_payments_delayed,appliances,6096,500_to_1000,greater_7,5,female,none,5,car_other,40,none,own,2,skilled,1,none,yes,3729,Metro,738,Risk
0_to_200,16,credits_paid_to_date,vacation,5118,less_100,4_to_7,4,male,none,4,unknown,31,none,own,1,skilled,1,none,yes,5525,Metro,844,No Risk
no_checking,26,outstanding_credit,business,6764,unknown,greater_7,4,male,none,3,unknown,58,none,free,2,skilled,1,yes,yes,5753,Metro,842,No Risk
0_to_200,20,credits_paid_to_date,appliances,3526,500_to_1000,1_to_4,3,male,none,3,car_other,39,none,rent,1,skilled,1,yes,yes,7283,Metro,843,No Risk
no_checking,33,prior_payments_delayed,appliances,3980,500_to_1000,greater_7,5,female,none,5,unknown,39,stores,own,2,unskilled,2,yes,yes,3338,Non-Metro,703,Risk
0_to_200,23,outstanding_credit,business,3752,100_to_500,less_1,3,male,none,4,savings_insurance,34,none,own,1,management_self-employed,1,none,yes,3143,Metro,816,No Risk
0_to_200,4,all_credits_paid_back,car_new,982,less_100,less_1,2,male,none,1,real_estate,20,bank,rent,1,unskilled,1,none,yes,5820,Metro,868,No Risk
no_checking,30,prior_payments_delayed,business,4926,100_to_500,1_to_4,4,male,none,3,savings_insurance,40,none,own,2,management_self-employed,2,yes,yes,7554,Metro,820,No Risk
no_checking,48,outstanding_credit,radio_tv,7897,greater_1000,4_to_7,5,female,co-applicant,3,unknown,58,bank,own,2,unemployed,2,yes,yes,7925,Metro,838,No Risk
no_checking,40,outstanding_credit,radio_tv,7251,greater_1000,greater_7,5,male,co-applicant,4,unknown,55,none,free,2,skilled,2,yes,yes,4669,Non-Metro,728,Risk
0_to_200,4,prior_payments_delayed,vacation,1549,less_100,1_to_4,2,female,none,3,real_estate,28,bank,rent,1,unskilled,1,none,yes,6810,Metro,897,No Risk
less_0,21,prior_payments_delayed,repairs,2219,less_100,1_to_4,3,male,none,2,savings_insurance,26,none,own,1,skilled,1,none,yes,6555,Non-Metro,702,Risk
less_0,6,all_credits_paid_back,education,4520,less_100,4_to_7,3,female,co-applicant,3,car_other,36,none,own,2,skilled,1,yes,yes,4164,Non-Metro,710,Risk
no_checking,26,prior_payments_delayed,furniture,6497,greater_1000,1_to_4,4,male,none,5,car_other,40,none,own,2,management_self-employed,1,none,yes,4495,Metro,829,No Risk
0_to_200,11,credits_paid_to_date,car_used,3402,less_100,1_to_4,3,female,none,3,car_other,25,none,rent,1,skilled,1,none,yes,4267,Metro,717,Risk
no_checking,40,outstanding_credit,repairs,8741,greater_1000,greater_7,4,male,co-applicant,3,car_other,55,none,free,2,skilled,1,yes,yes,4762,Non-Metro,720,Risk
less_0,4,credits_paid_to_date,education,792,less_100,1_to_4,2,female,none,2,car_other,31,stores,own,1,skilled,1,none,yes,3374,Metro,846,No Risk
greater_200,20,outstanding_credit,radio_tv,4237,100_to_500,4_to_7,4,female,none,4,car_other,47,none,own,1,skilled,1,none,yes,5213,Metro,848,No Risk
0_to_200,6,all_credits_paid_back,car_used,250,less_100,4_to_7,3,female,none,1,savings_insurance,28,none,own,1,skilled,1,none,yes,5214,Metro,816,No Risk
less_0,12,credits_paid_to_date,furniture,1288,less_100,less_1,3,female,none,3,car_other,34,none,rent,1,skilled,1,none,yes,6844,Metro,864,No Risk
no_checking,8,credits_paid_to_date,repairs,724,less_100,4_to_7,3,male,none,3,real_estate,33,none,rent,1,management_self-employed,1,none,yes,6780,Metro,842,No Risk
0_to_200,33,outstanding_credit,furniture,5674,unknown,greater_7,3,female,none,3,unknown,44,stores,own,2,unskilled,1,yes,yes,4798,Metro,711,Risk
no_checking,14,prior_payments_delayed,radio_tv,6774,100_to_500,4_to_7,4,female,none,3,car_other,32,none,own,2,management_self-employed,1,none,yes,7185,Metro,848,No Risk
no_checking,61,outstanding_credit,education,7646,unknown,greater_7,6,male,co-applicant,3,unknown,49,none,free,2,skilled,2,yes,yes,4351,Non-Metro,709,Risk
0_to_200,10,credits_paid_to_date,car_new,2154,less_100,4_to_7,3,female,none,2,real_estate,30,none,own,1,skilled,1,none,yes,6308,Metro,818,No Risk
no_checking,36,outstanding_credit,appliances,5671,unknown,1_to_4,4,male,none,5,car_other,41,none,own,2,skilled,2,yes,yes,5757,Non-Metro,728,Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,1,real_estate,19,none,own,1,skilled,1,none,yes,4239,Metro,899,No Risk
less_0,12,all_credits_paid_back,education,1741,less_100,less_1,3,male,none,2,real_estate,24,none,own,1,skilled,1,none,yes,6497,Non-Metro,827,No Risk
less_0,9,all_credits_paid_back,vacation,250,100_to_500,4_to_7,3,female,none,1,real_estate,19,none,own,2,skilled,1,none,yes,6620,Metro,802,No Risk
no_checking,30,outstanding_credit,repairs,6178,unknown,greater_7,5,male,co-applicant,5,unknown,53,none,free,2,skilled,2,yes,yes,4803,Metro,736,Risk
0_to_200,13,credits_paid_to_date,car_used,2923,less_100,1_to_4,3,female,none,2,savings_insurance,19,none,own,1,skilled,1,none,yes,5029,Metro,859,No Risk
no_checking,44,outstanding_credit,retraining,7422,greater_1000,4_to_7,4,female,none,4,car_other,46,none,own,2,skilled,1,yes,yes,3391,Non-Metro,706,Risk
0_to_200,4,all_credits_paid_back,car_used,250,100_to_500,1_to_4,2,female,none,2,savings_insurance,26,none,own,1,skilled,1,none,yes,7376,Metro,869,No Risk
no_checking,31,prior_payments_delayed,furniture,5116,100_to_500,4_to_7,3,male,none,3,savings_insurance,43,stores,own,2,unskilled,1,yes,yes,6248,Non-Metro,805,No Risk
0_to_200,29,outstanding_credit,radio_tv,2078,100_to_500,4_to_7,4,male,none,4,savings_insurance,27,none,own,1,skilled,1,yes,yes,7837,Metro,844,No Risk
0_to_200,13,credits_paid_to_date,car_new,3073,less_100,1_to_4,2,male,none,2,car_other,34,none,rent,1,skilled,1,none,yes,3108,Non-Metro,834,No Risk
greater_200,10,credits_paid_to_date,furniture,3176,less_100,less_1,2,female,none,2,real_estate,19,stores,own,1,skilled,1,none,yes,4622,Metro,883,No Risk
no_checking,24,prior_payments_delayed,education,4385,500_to_1000,1_to_4,4,male,none,3,car_other,42,none,own,1,management_self-employed,1,none,yes,3529,Metro,870,No Risk
greater_200,30,outstanding_credit,other,5566,unknown,1_to_4,4,male,none,4,unknown,51,none,own,2,management_self-employed,1,yes,yes,5562,Metro,801,No Risk
less_0,17,credits_paid_to_date,vacation,1984,less_100,less_1,3,female,none,2,car_other,35,none,own,1,skilled,1,none,yes,7862,Metro,804,No Risk
less_0,4,credits_paid_to_date,car_new,2043,less_100,unemployed,2,female,none,2,savings_insurance,26,none,rent,1,management_self-employed,1,none,yes,6242,Metro,875,No Risk
no_checking,31,all_credits_paid_back,car_used,3845,greater_1000,1_to_4,3,male,none,3,savings_insurance,32,none,own,1,skilled,1,none,yes,7220,Metro,804,No Risk
no_checking,29,prior_payments_delayed,appliances,2178,500_to_1000,4_to_7,3,female,none,3,car_other,42,none,own,1,unskilled,1,none,yes,3924,Non-Metro,722,Risk
0_to_200,25,prior_payments_delayed,radio_tv,4662,less_100,1_to_4,2,male,none,3,unknown,30,none,own,2,skilled,1,none,yes,4386,Non-Metro,739,Risk
no_checking,24,prior_payments_delayed,radio_tv,3604,100_to_500,4_to_7,3,female,none,4,savings_insurance,38,bank,own,2,unskilled,1,none,no,7739,Metro,805,No Risk
0_to_200,16,credits_paid_to_date,car_used,3963,less_100,less_1,3,male,none,3,savings_insurance,30,none,own,1,management_self-employed,1,none,yes,7297,Metro,810,No Risk
less_0,21,credits_paid_to_date,furniture,2749,less_100,unemployed,2,female,none,3,savings_insurance,22,none,own,1,skilled,1,none,yes,7886,Metro,898,No Risk
0_to_200,19,prior_payments_delayed,radio_tv,2763,100_to_500,1_to_4,3,male,none,3,savings_insurance,32,none,own,2,skilled,2,none,yes,7380,Metro,890,No Risk
no_checking,25,outstanding_credit,appliances,4075,unknown,4_to_7,3,male,none,4,car_other,36,stores,own,1,unskilled,1,none,yes,6437,Metro,843,No Risk
less_0,15,prior_payments_delayed,radio_tv,3576,less_100,4_to_7,3,male,none,2,car_other,31,none,rent,1,skilled,1,none,yes,7286,Metro,849,No Risk
less_0,12,all_credits_paid_back,appliances,250,100_to_500,1_to_4,2,female,none,2,savings_insurance,22,none,rent,1,skilled,1,none,yes,7774,Metro,883,No Risk
0_to_200,16,credits_paid_to_date,vacation,4297,500_to_1000,1_to_4,3,female,none,2,car_other,34,bank,own,1,unemployed,1,none,yes,7499,Non-Metro,875,No Risk
less_0,4,no_credits,car_new,250,less_100,less_1,1,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,5713,Metro,815,No Risk
no_checking,36,prior_payments_delayed,radio_tv,5774,500_to_1000,greater_7,3,male,guarantor,5,savings_insurance,48,none,free,1,skilled,1,yes,yes,4999,Non-Metro,716,Risk
greater_200,12,prior_payments_delayed,radio_tv,2196,100_to_500,4_to_7,4,female,none,3,car_other,40,none,free,1,skilled,2,yes,yes,5607,Metro,871,No Risk
no_checking,29,outstanding_credit,appliances,7765,500_to_1000,greater_7,5,male,co-applicant,4,unknown,48,none,free,2,management_self-employed,2,yes,yes,4264,Non-Metro,722,Risk
less_0,29,credits_paid_to_date,furniture,250,less_100,4_to_7,1,male,co-applicant,3,savings_insurance,38,bank,own,1,unemployed,1,yes,yes,4157,Non-Metro,722,Risk
no_checking,24,prior_payments_delayed,radio_tv,4059,100_to_500,greater_7,4,male,guarantor,3,unknown,60,none,free,3,skilled,1,yes,no,4068,Non-Metro,704,Risk
0_to_200,30,outstanding_credit,vacation,9076,100_to_500,greater_7,4,male,none,3,unknown,30,none,own,1,skilled,1,yes,yes,7691,Metro,802,No Risk
0_to_200,37,outstanding_credit,radio_tv,4532,greater_1000,4_to_7,4,male,none,3,savings_insurance,45,none,own,2,skilled,1,yes,yes,7071,Non-Metro,710,No Risk
less_0,20,credits_paid_to_date,car_used,250,less_100,1_to_4,1,female,none,2,real_estate,20,stores,rent,1,skilled,1,none,yes,6315,Non-Metro,822,No Risk
0_to_200,25,credits_paid_to_date,car_new,3523,less_100,1_to_4,3,male,co-applicant,4,real_estate,33,none,own,1,skilled,1,yes,yes,4439,Metro,841,No Risk
0_to_200,4,all_credits_paid_back,car_new,250,less_100,less_1,2,female,none,3,real_estate,19,none,rent,1,management_self-employed,1,none,yes,6159,Metro,892,No Risk
0_to_200,29,credits_paid_to_date,radio_tv,3142,less_100,1_to_4,3,male,none,2,real_estate,40,none,own,2,skilled,1,none,yes,6936,Non-Metro,884,No Risk
no_checking,33,outstanding_credit,furniture,4521,500_to_1000,4_to_7,3,female,none,4,unknown,39,none,own,1,skilled,1,yes,yes,4587,Non-Metro,719,Risk
