Age,CIBIL,CheckingStatus,City,CreditHistory,CurrentResidenceDuration,Dependents,EmploymentDuration,ExistingCreditsCount,ExistingSavings,ForeignWorker,Housing,InstallmentPercent,InstallmentPlans,Job,LoanAmount,LoanDuration,LoanPurpose,OthersOnLoan,OwnsProperty,Risk,Salary,Sex,Telephone
24,703,no_checking,Non-Metro,credits_paid_to_date,2,1,1_to_4,2,greater_1000,yes,own,3,none,skilled,2274,19,car_new,none,real_estate,Risk,3929,male,none
40,713,no_checking,Non-Metro,credits_paid_to_date,2,1,4_to_7,1,100_to_500,yes,own,3,none,skilled,3132,19,car_new,none,savings_insurance,No Risk,4703,female,none
50,865,no_checking,Non-Metro,credits_paid_to_date,4,1,1_to_4,2,100_to_500,yes,own,2,none,management_self-employed,6630,19,car_new,none,car_other,Risk,4310,male,yes
30,703,no_checking,Non-Metro,credits_paid_to_date,3,2,4_to_7,2,greater_1000,yes,own,4,none,skilled,5611,19,car_used,none,car_other,Risk,4634,male,yes
33,807,no_checking,Non-Metro,credits_paid_to_date,3,1,4_to_7,1,greater_1000,yes,own,2,stores,unskilled,1166,19,furniture,none,real_estate,No Risk,3706,male,yes
37,705,no_checking,Non-Metro,credits_paid_to_date,3,1,1_to_4,1,greater_1000,yes,own,2,none,skilled,2094,19,furniture,none,savings_insurance,Risk,4600,male,none
29,748,no_checking,Metro,credits_paid_to_date,3,1,1_to_4,1,100_to_500,yes,own,3,none,skilled,2378,19,furniture,none,real_estate,No Risk,5918,female,none
22,823,no_checking,Non-Metro,credits_paid_to_date,3,1,less_1,1,less_100,yes,own,1,none,skilled,1426,19,radio_tv,none,real_estate,No Risk,6562,female,none
27,827,no_checking,Metro,credits_paid_to_date,2,1,1_to_4,2,500_to_1000,yes,free,3,none,skilled,2238,19,radio_tv,none,car_other,No Risk,7550,female,none
39,800,no_checking,Metro,credits_paid_to_date,4,1,less_1,1,100_to_500,yes,own,3,none,skilled,2339,19,radio_tv,none,savings_insurance,No Risk,6948,male,yes
32,713,no_checking,Non-Metro,credits_paid_to_date,3,1,greater_7,1,100_to_500,yes,own,4,none,skilled,2604,19,radio_tv,none,savings_insurance,Risk,3829,male,none
31,725,no_checking,Non-Metro,credits_paid_to_date,2,1,less_1,1,100_to_500,yes,own,3,stores,skilled,2804,19,radio_tv,none,real_estate,No Risk,6541,female,none
36,873,no_checking,Non-Metro,credits_paid_to_date,3,1,4_to_7,1,100_to_500,yes,own,4,none,skilled,4459,19,radio_tv,none,real_estate,No Risk,5228,female,none
41,871,no_checking,Metro,credits_paid_to_date,4,1,less_1,2,less_100,yes,own,3,stores,unskilled,6343,19,repairs,none,car_other,No Risk,7341,male,none
36,885,no_checking,Metro,outstanding_credit,3,1,1_to_4,1,100_to_500,yes,own,4,none,management_self-employed,5674,19,appliances,none,unknown,No Risk,7055,female,none
39,745,no_checking,Non-Metro,outstanding_credit,4,1,greater_7,1,500_to_1000,yes,own,3,none,management_self-employed,4429,19,business,none,car_other,Risk,4277,male,none
35,749,no_checking,Non-Metro,outstanding_credit,3,2,greater_7,1,100_to_500,yes,free,4,none,skilled,5640,19,business,none,savings_insurance,Risk,4166,female,yes
53,702,no_checking,Metro,outstanding_credit,3,2,4_to_7,1,500_to_1000,yes,own,4,stores,unskilled,3812,19,car_used,none,car_other,Risk,3071,female,yes
44,828,no_checking,Metro,outstanding_credit,3,1,1_to_4,1,500_to_1000,yes,own,4,none,skilled,3667,19,radio_tv,none,car_other,No Risk,6483,female,none
40,834,no_checking,Non-Metro,outstanding_credit,4,1,4_to_7,1,100_to_500,yes,own,3,none,management_self-employed,7818,19,radio_tv,none,unknown,Risk,4963,female,yes
38,749,no_checking,Non-Metro,outstanding_credit,3,1,4_to_7,1,100_to_500,yes,own,4,stores,unskilled,8121,19,retraining,none,unknown,Risk,4193,male,none
37,820,no_checking,Metro,prior_payments_delayed,4,1,1_to_4,1,100_to_500,yes,own,2,stores,unskilled,2665,19,furniture,none,car_other,No Risk,5676,male,yes
36,721,no_checking,Non-Metro,credits_paid_to_date,3,1,greater_7,2,500_to_1000,yes,own,4,none,skilled,1061,20,car_new,none,car_other,Risk,6334,male,yes
56,745,no_checking,Metro,credits_paid_to_date,4,1,greater_7,2,100_to_500,yes,free,3,none,skilled,4046,20,car_new,co-applicant,savings_insurance,Risk,4931,female,yes
34,859,no_checking,Metro,credits_paid_to_date,4,1,less_1,2,100_to_500,yes,rent,3,none,management_self-employed,4747,20,car_new,none,car_other,No Risk,5039,male,yes
36,839,no_checking,Metro,credits_paid_to_date,2,1,1_to_4,2,greater_1000,no,own,3,none,skilled,6065,20,car_new,none,savings_insurance,No Risk,5034,female,none
47,851,no_checking,Non-Metro,credits_paid_to_date,4,1,1_to_4,2,100_to_500,yes,own,4,none,management_self-employed,6862,20,car_new,none,unknown,No Risk,6576,female,none
34,808,no_checking,Non-Metro,credits_paid_to_date,3,2,4_to_7,1,500_to_1000,yes,own,4,none,skilled,4846,20,car_used,none,car_other,No Risk,5102,female,yes
45,881,no_checking,Non-Metro,credits_paid_to_date,3,1,1_to_4,2,100_to_500,yes,own,4,none,skilled,4071,20,education,none,car_other,No Risk,6982,male,none
40,827,no_checking,Metro,credits_paid_to_date,3,1,greater_7,1,100_to_500,yes,own,4,none,skilled,6585,20,furniture,none,savings_insurance,No Risk,6874,male,yes
32,851,no_checking,Metro,credits_paid_to_date,2,1,less_1,1,100_to_500,yes,own,2,stores,unskilled,3137,20,radio_tv,none,car_other,No Risk,7626,male,yes
31,822,no_checking,Metro,credits_paid_to_date,2,1,4_to_7,1,500_to_1000,yes,own,3,stores,skilled,4561,20,radio_tv,none,car_other,No Risk,5900,female,none
42,837,no_checking,Non-Metro,credits_paid_to_date,2,1,4_to_7,2,100_to_500,yes,free,4,none,management_self-employed,6486,20,radio_tv,none,car_other,No Risk,5484,male,yes
42,717,no_checking,Metro,credits_paid_to_date,4,1,1_to_4,2,100_to_500,yes,own,4,none,skilled,3282,20,retraining,none,savings_insurance,No Risk,5192,female,none
60,881,no_checking,Non-Metro,outstanding_credit,4,1,greater_7,2,unknown,yes,own,3,none,skilled,3437,20,appliances,co-applicant,car_other,Risk,3000,male,yes
37,719,no_checking,Non-Metro,outstanding_credit,4,1,1_to_4,1,500_to_1000,yes,own,2,none,skilled,1753,20,car_used,none,real_estate,Risk,3336,male,yes
46,889,no_checking,Non-Metro,outstanding_credit,4,1,1_to_4,1,500_to_1000,yes,own,3,none,skilled,4376,20,car_used,none,car_other,Risk,4802,male,none
42,712,no_checking,Metro,outstanding_credit,3,1,4_to_7,2,500_to_1000,yes,own,4,none,skilled,3893,20,furniture,none,unknown,Risk,3646,male,yes
49,730,no_checking,Non-Metro,outstanding_credit,5,2,4_to_7,2,unknown,no,own,4,none,skilled,6301,20,furniture,none,unknown,Risk,4507,female,yes
60,800,no_checking,Non-Metro,outstanding_credit,4,2,greater_7,2,unknown,no,free,5,none,skilled,5075,20,radio_tv,none,unknown,Risk,3369,male,yes
37,716,no_checking,Non-Metro,outstanding_credit,5,2,1_to_4,2,greater_1000,yes,own,4,none,management_self-employed,7217,20,radio_tv,none,savings_insurance,No Risk,7933,male,yes
31,856,no_checking,Metro,prior_payments_delayed,3,1,4_to_7,1,unknown,yes,own,3,none,skilled,2827,20,appliances,co-applicant,savings_insurance,No Risk,7826,male,none
21,707,no_checking,Metro,credits_paid_to_date,3,2,1_to_4,1,unknown,yes,own,3,none,skilled,1127,21,car_new,none,real_estate,Risk,3498,male,yes
38,702,no_checking,Metro,credits_paid_to_date,4,1,1_to_4,1,100_to_500,yes,own,4,none,management_self-employed,3863,21,car_new,none,savings_insurance,Risk,4711,male,none
30,802,no_checking,Metro,credits_paid_to_date,4,1,4_to_7,1,100_to_500,yes,own,4,none,skilled,1191,21,car_used,none,real_estate,No Risk,7884,female,none
36,856,no_checking,Metro,credits_paid_to_date,2,1,less_1,1,100_to_500,yes,own,3,none,skilled,2049,21,car_used,none,real_estate,No Risk,6400,female,none
35,834,no_checking,Non-Metro,credits_paid_to_date,4,1,less_1,2,less_100,yes,own,3,none,management_self-employed,3614,21,car_used,none,savings_insurance,No Risk,7205,male,yes
43,879,no_checking,Metro,credits_paid_to_date,3,1,1_to_4,1,greater_1000,yes,own,3,stores,unskilled,5291,21,car_used,guarantor,savings_insurance,No Risk,5592,male,yes
32,897,no_checking,Metro,credits_paid_to_date,4,1,1_to_4,2,greater_1000,yes,own,3,stores,unskilled,6850,21,car_used,none,unknown,No Risk,6413,male,yes
53,802,no_checking,Metro,credits_paid_to_date,4,1,4_to_7,1,500_to_1000,yes,own,4,none,skilled,1903,21,furniture,none,savings_insurance,No Risk,7867,male,yes
48,747,no_checking,Non-Metro,credits_paid_to_date,4,1,4_to_7,2,100_to_500,yes,own,3,none,skilled,4574,21,furniture,none,unknown,Risk,4276,female,none
29,742,no_checking,Non-Metro,credits_paid_to_date,4,2,less_1,1,less_100,yes,own,3,none,management_self-employed,6116,21,furniture,none,savings_insurance,Risk,4489,male,none
47,861,no_checking,Non-Metro,credits_paid_to_date,3,1,greater_7,1,100_to_500,yes,own,3,none,skilled,3340,21,radio_tv,none,savings_insurance,Risk,4762,male,yes
34,891,no_checking,Metro,credits_paid_to_date,3,1,1_to_4,1,greater_1000,yes,own,4,none,skilled,3997,21,radio_tv,none,car_other,No Risk,7877,male,none
34,815,no_checking,Metro,credits_paid_to_date,4,1,1_to_4,1,100_to_500,yes,free,4,none,management_self-employed,5422,21,radio_tv,guarantor,savings_insurance,No Risk,6460,male,yes
31,883,no_checking,Non-Metro,credits_paid_to_date,3,1,greater_7,1,100_to_500,yes,own,3,bank,unemployed,3167,21,retraining,none,car_other,Risk,4427,female,none
35,864,no_checking,Non-Metro,outstanding_credit,4,1,greater_7,1,unknown,yes,own,5,none,skilled,4782,21,business,none,car_other,No Risk,7984,male,yes
52,713,no_checking,Non-Metro,outstanding_credit,4,1,4_to_7,1,500_to_1000,yes,own,4,none,skilled,2290,21,car_used,none,savings_insurance,Risk,3538,male,yes
27,745,no_checking,Non-Metro,outstanding_credit,4,1,1_to_4,1,500_to_1000,yes,own,2,none,skilled,2960,21,furniture,none,unknown,Risk,4271,male,yes
52,739,no_checking,Non-Metro,outstanding_credit,3,1,greater_7,2,500_to_1000,yes,free,4,none,skilled,3736,21,furniture,none,unknown,Risk,3692,female,yes
37,739,no_checking,Metro,outstanding_credit,3,1,4_to_7,2,500_to_1000,yes,own,4,none,skilled,5588,21,furniture,none,car_other,Risk,4819,male,none
44,739,no_checking,Metro,outstanding_credit,4,1,4_to_7,2,500_to_1000,yes,own,4,none,management_self-employed,3371,21,radio_tv,none,savings_insurance,Risk,3702,male,yes
39,864,no_checking,Non-Metro,outstanding_credit,3,1,greater_7,1,500_to_1000,yes,own,4,none,skilled,3662,21,radio_tv,none,savings_insurance,No Risk,7603,male,none
42,824,no_checking,Metro,outstanding_credit,3,1,1_to_4,1,500_to_1000,yes,own,3,none,management_self-employed,6363,21,radio_tv,none,savings_insurance,No Risk,4539,male,yes
46,723,no_checking,Non-Metro,outstanding_credit,5,2,greater_7,2,unknown,yes,own,5,none,management_self-employed,6474,21,radio_tv,none,car_other,Risk,4574,female,none
40,871,no_checking,Metro,prior_payments_delayed,3,1,greater_7,1,unknown,yes,own,4,none,skilled,1646,21,radio_tv,none,savings_insurance,No Risk,6455,male,none
45,738,no_checking,Non-Metro,prior_payments_delayed,4,1,1_to_4,2,100_to_500,yes,own,2,none,skilled,2329,21,radio_tv,none,car_other,Risk,4737,female,none
58,737,no_checking,Non-Metro,prior_payments_delayed,3,2,4_to_7,2,100_to_500,yes,free,4,none,skilled,4264,21,radio_tv,guarantor,savings_insurance,Risk,4215,female,yes
41,747,no_checking,Non-Metro,prior_payments_delayed,4,1,1_to_4,2,unknown,yes,own,4,bank,unemployed,5852,21,radio_tv,co-applicant,savings_insurance,Risk,4990,female,yes
48,812,no_checking,Metro,prior_payments_delayed,5,2,1_to_4,2,greater_1000,yes,own,4,none,management_self-employed,6013,21,radio_tv,none,car_other,No Risk,6589,male,none
36,720,no_checking,Non-Metro,all_credits_paid_back,3,1,4_to_7,2,less_100,yes,own,2,none,skilled,4129,22,car_new,none,car_other,Risk,3153,female,none
38,710,no_checking,Non-Metro,credits_paid_to_date,3,1,4_to_7,2,500_to_1000,yes,own,4,none,skilled,6286,22,car_new,none,car_other,Risk,3708,female,none
35,871,no_checking,Metro,credits_paid_to_date,4,1,1_to_4,2,100_to_500,yes,own,3,none,skilled,2900,22,furniture,none,real_estate,No Risk,6326,female,none
41,813,no_checking,Metro,credits_paid_to_date,2,1,greater_7,1,100_to_500,yes,own,3,none,skilled,4519,22,furniture,none,savings_insurance,No Risk,5456,female,none
30,701,no_checking,Metro,credits_paid_to_date,4,1,1_to_4,2,greater_1000,yes,own,4,none,management_self-employed,5043,22,furniture,none,savings_insurance,Risk,4320,male,none
54,709,no_checking,Non-Metro,credits_paid_to_date,4,2,4_to_7,2,greater_1000,yes,rent,3,stores,unskilled,7569,22,furniture,none,unknown,Risk,4885,female,none
31,718,no_checking,Metro,credits_paid_to_date,3,1,1_to_4,1,100_to_500,yes,own,2,none,skilled,1131,22,radio_tv,none,car_other,No Risk,5022,male,yes
50,865,no_checking,Non-Metro,credits_paid_to_date,4,1,1_to_4,2,100_to_500,no,own,4,none,management_self-employed,3312,22,radio_tv,none,car_other,Risk,4563,male,none
46,722,no_checking,Non-Metro,credits_paid_to_date,4,1,greater_7,2,500_to_1000,yes,own,4,none,skilled,3855,22,radio_tv,none,car_other,Risk,3317,female,none
45,815,no_checking,Non-Metro,credits_paid_to_date,4,2,4_to_7,2,less_100,yes,free,4,none,skilled,4353,22,radio_tv,guarantor,car_other,Risk,4683,male,yes
48,719,no_checking,Non-Metro,credits_paid_to_date,5,1,greater_7,2,100_to_500,yes,own,4,none,management_self-employed,5339,22,radio_tv,none,savings_insurance,Risk,4829,female,yes
37,802,no_checking,Metro,outstanding_credit,3,1,1_to_4,2,500_to_1000,yes,own,3,none,skilled,3009,22,appliances,none,car_other,No Risk,7399,female,yes
43,824,no_checking,Metro,outstanding_credit,3,1,1_to_4,1,500_to_1000,yes,rent,2,bank,unskilled,4668,22,car_used,none,car_other,No Risk,5990,male,yes
30,882,no_checking,Metro,outstanding_credit,5,1,1_to_4,2,500_to_1000,yes,own,4,stores,unskilled,5876,22,education,none,car_other,No Risk,5364,male,yes
36,722,no_checking,Non-Metro,outstanding_credit,5,1,4_to_7,2,unknown,yes,own,4,none,skilled,6081,22,education,none,savings_insurance,Risk,3872,male,yes
55,898,no_checking,Metro,outstanding_credit,3,1,1_to_4,1,500_to_1000,yes,own,4,none,management_self-employed,2150,22,furniture,none,savings_insurance,No Risk,7297,male,yes
43,849,no_checking,Non-Metro,outstanding_credit,4,2,4_to_7,2,unknown,yes,own,3,none,skilled,2634,22,furniture,none,unknown,Risk,4486,female,yes
41,728,no_checking,Non-Metro,outstanding_credit,3,1,greater_7,1,500_to_1000,yes,free,4,none,skilled,5465,22,furniture,none,unknown,Risk,3917,female,yes
27,801,no_checking,Metro,outstanding_credit,3,1,1_to_4,1,500_to_1000,yes,own,4,none,management_self-employed,2988,22,vacation,none,car_other,No Risk,7106,male,none
27,888,no_checking,Non-Metro,prior_payments_delayed,3,1,1_to_4,1,500_to_1000,yes,own,3,none,skilled,2916,22,car_used,none,savings_insurance,Risk,3307,male,none
38,739,no_checking,Metro,prior_payments_delayed,4,1,1_to_4,1,100_to_500,yes,own,4,stores,unskilled,3377,22,furniture,none,car_other,No Risk,6227,male,none
28,800,no_checking,Non-Metro,prior_payments_delayed,4,1,1_to_4,1,100_to_500,yes,own,3,none,management_self-employed,3273,22,radio_tv,none,savings_insurance,No Risk,6600,male,yes
54,838,no_checking,Metro,prior_payments_delayed,4,1,greater_7,1,100_to_500,yes,own,4,none,skilled,3378,22,radio_tv,none,car_other,No Risk,7317,female,yes
38,873,no_checking,Non-Metro,credits_paid_to_date,4,1,1_to_4,1,less_100,yes,own,3,none,management_self-employed,5130,23,education,none,real_estate,Risk,3727,female,none
37,807,no_checking,Metro,credits_paid_to_date,2,1,less_1,1,100_to_500,yes,free,2,none,skilled,2881,23,radio_tv,none,savings_insurance,No Risk,7558,female,none
31,896,no_checking,Metro,outstanding_credit,3,1,greater_7,1,500_to_1000,yes,own,4,none,skilled,2232,23,appliances,none,car_other,No Risk,7636,male,none
46,742,no_checking,Non-Metro,outstanding_credit,4,2,4_to_7,2,unknown,yes,own,4,none,skilled,4655,23,appliances,none,car_other,Risk,4738,female,yes
37,707,no_checking,Metro,outstanding_credit,3,1,greater_7,2,500_to_1000,no,own,3,none,skilled,7104,23,appliances,none,car_other,Risk,3012,female,yes
41,852,no_checking,Non-Metro,outstanding_credit,4,1,1_to_4,1,500_to_1000,yes,own,3,stores,unskilled,7682,23,appliances,none,car_other,Risk,3938,male,yes
28,730,no_checking,Metro,outstanding_credit,5,1,1_to_4,1,500_to_1000,yes,own,4,none,management_self-employed,8300,23,appliances,none,car_other,Risk,3611,male,none
34,864,no_checking,Metro,outstanding_credit,3,2,1_to_4,1,500_to_1000,yes,own,3,none,skilled,1968,23,car_used,none,real_estate,No Risk,6309,female,none
37,836,no_checking,Metro,outstanding_credit,3,2,4_to_7,2,unknown,yes,own,4,stores,unskilled,1976,23,car_used,none,savings_insurance,No Risk,3387,male,yes
61,708,no_checking,Non-Metro,outstanding_credit,5,1,4_to_7,1,greater_1000,no,own,3,none,skilled,3000,23,car_used,guarantor,unknown,Risk,4303,female,yes
30,706,no_checking,Non-Metro,outstanding_credit,5,2,4_to_7,2,500_to_1000,yes,own,4,stores,unskilled,6913,23,car_used,co-applicant,unknown,Risk,4067,female,yes
38,737,no_checking,Non-Metro,outstanding_credit,4,1,greater_7,1,500_to_1000,yes,own,3,none,skilled,2420,23,radio_tv,none,savings_insurance,Risk,4746,male,yes
33,746,no_checking,Metro,prior_payments_delayed,4,1,4_to_7,1,100_to_500,yes,rent,4,none,skilled,3841,23,appliances,none,savings_insurance,No Risk,6158,male,none
45,720,no_checking,Non-Metro,prior_payments_delayed,4,1,1_to_4,2,100_to_500,yes,free,3,none,skilled,1272,23,car_used,none,savings_insurance,Risk,4831,male,yes
29,731,no_checking,Metro,prior_payments_delayed,3,1,1_to_4,1,unknown,yes,own,3,none,skilled,1743,23,car_used,none,car_other,No Risk,5762,male,none
44,729,no_checking,Non-Metro,prior_payments_delayed,3,1,greater_7,1,unknown,yes,free,4,none,skilled,2750,23,car_used,guarantor,real_estate,Risk,4176,female,yes
34,877,no_checking,Non-Metro,prior_payments_delayed,4,1,1_to_4,1,500_to_1000,yes,own,3,none,skilled,3416,23,car_used,none,savings_insurance,No Risk,7348,male,none
52,730,no_checking,Non-Metro,prior_payments_delayed,4,1,1_to_4,2,100_to_500,yes,own,3,none,skilled,6572,23,car_used,none,unknown,Risk,3965,female,none
39,701,no_checking,Non-Metro,prior_payments_delayed,4,1,greater_7,2,100_to_500,yes,free,3,none,management_self-employed,7744,23,car_used,co-applicant,car_other,Risk,3715,male,none
34,700,no_checking,Metro,prior_payments_delayed,4,1,4_to_7,1,100_to_500,yes,own,4,none,management_self-employed,3230,23,education,none,car_other,Risk,3353,male,none
40,735,no_checking,Non-Metro,prior_payments_delayed,2,1,greater_7,2,greater_1000,yes,free,3,none,skilled,5883,23,education,none,savings_insurance,Risk,4703,male,none
39,837,no_checking,Non-Metro,prior_payments_delayed,3,1,1_to_4,1,100_to_500,yes,own,3,stores,unskilled,1440,23,furniture,none,real_estate,No Risk,5502,female,yes
26,746,no_checking,Non-Metro,prior_payments_delayed,4,1,greater_7,1,100_to_500,yes,own,4,stores,unskilled,2713,23,furniture,none,savings_insurance,Risk,3482,male,none
38,710,no_checking,Non-Metro,prior_payments_delayed,3,1,1_to_4,2,100_to_500,no,own,4,none,skilled,4138,23,furniture,none,real_estate,No Risk,5238,female,none
33,722,no_checking,Metro,prior_payments_delayed,4,1,1_to_4,1,100_to_500,yes,own,3,stores,skilled,2359,23,radio_tv,co-applicant,real_estate,No Risk,7058,male,yes
28,810,no_checking,Non-Metro,prior_payments_delayed,4,1,greater_7,1,100_to_500,yes,own,3,none,skilled,2775,23,radio_tv,co-applicant,savings_insurance,No Risk,7033,male,none
