CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk,Salary,City,CIBIL
less_0,23,credits_paid_to_date,radio_tv,3024,less_100,less_1,3,female,none,3,real_estate,31,none,own,2,skilled,1,yes,yes,No Risk,5251,Non-Metro,746
less_0,4,credits_paid_to_date,car_new,272,less_100,1_to_4,1,female,none,2,savings_insurance,19,stores,own,1,skilled,1,none,yes,No Risk,5392,Non-Metro,857
no_checking,31,outstanding_credit,radio_tv,5513,500_to_1000,4_to_7,4,male,none,3,unknown,55,none,free,2,skilled,1,yes,yes,Risk,4138,Non-Metro,711
no_checking,20,credits_paid_to_date,car_new,4294,100_to_500,less_1,3,female,none,3,real_estate,37,none,own,1,skilled,1,yes,yes,No Risk,6550,Non-Metro,860
less_0,16,credits_paid_to_date,repairs,1116,less_100,1_to_4,3,male,none,3,real_estate,25,stores,own,1,unskilled,1,none,yes,No Risk,4336,Metro,738
greater_200,24,outstanding_credit,appliances,6395,100_to_500,4_to_7,4,male,none,4,unknown,35,none,own,2,skilled,2,yes,yes,No Risk,5707,Metro,843
less_0,17,credits_paid_to_date,furniture,613,less_100,less_1,1,female,none,1,real_estate,24,stores,own,1,skilled,1,none,yes,No Risk,5911,Non-Metro,840
0_to_200,4,all_credits_paid_back,car_new,2505,less_100,unemployed,1,male,none,2,real_estate,20,none,own,1,skilled,1,none,yes,No Risk,6992,Non-Metro,712
less_0,14,prior_payments_delayed,radio_tv,1026,less_100,less_1,2,male,none,2,car_other,27,bank,own,1,unskilled,1,yes,yes,No Risk,5958,Metro,711
less_0,25,prior_payments_delayed,business,1344,less_100,1_to_4,3,male,none,2,car_other,19,bank,own,1,unemployed,1,none,yes,No Risk,7457,Metro,898
less_0,8,prior_payments_delayed,furniture,1890,less_100,less_1,2,female,none,1,savings_insurance,29,none,own,1,skilled,1,none,yes,No Risk,5502,Metro,719
less_0,13,credits_paid_to_date,car_new,250,less_100,1_to_4,2,female,none,1,real_estate,30,stores,own,1,skilled,1,none,yes,No Risk,3013,Metro,856
no_checking,41,prior_payments_delayed,repairs,7678,greater_1000,4_to_7,4,female,none,4,unknown,56,none,free,2,skilled,1,yes,yes,Risk,4494,Metro,746
0_to_200,16,prior_payments_delayed,furniture,250,100_to_500,greater_7,3,female,none,3,car_other,37,stores,own,1,skilled,1,none,yes,No Risk,5805,Metro,839
no_checking,29,prior_payments_delayed,appliances,5501,unknown,4_to_7,4,male,none,5,unknown,43,none,free,3,skilled,2,yes,yes,Risk,4921,Metro,743
less_0,4,all_credits_paid_back,radio_tv,250,less_100,less_1,1,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,7862,Non-Metro,814
0_to_200,19,credits_paid_to_date,car_new,1341,less_100,less_1,3,female,none,2,real_estate,39,none,own,2,skilled,1,none,yes,No Risk,3439,Non-Metro,832
no_checking,9,prior_payments_delayed,car_new,3460,greater_1000,less_1,3,female,none,4,car_other,37,none,own,1,skilled,1,yes,yes,No Risk,4135,Metro,805
less_0,18,credits_paid_to_date,car_new,2063,100_to_500,4_to_7,2,female,co-applicant,1,car_other,41,stores,own,2,unskilled,1,none,yes,No Risk,3383,Non-Metro,831
less_0,26,credits_paid_to_date,retraining,755,less_100,1_to_4,1,female,none,1,savings_insurance,19,stores,own,1,skilled,1,none,yes,No Risk,3143,Metro,885
less_0,17,prior_payments_delayed,radio_tv,3833,less_100,less_1,3,female,none,1,savings_insurance,31,none,own,1,skilled,1,yes,yes,No Risk,6615,Non-Metro,719
0_to_200,20,prior_payments_delayed,furniture,880,500_to_1000,1_to_4,2,male,none,2,real_estate,29,stores,own,1,skilled,1,yes,yes,No Risk,6060,Non-Metro,831
no_checking,29,outstanding_credit,appliances,7227,500_to_1000,greater_7,5,male,co-applicant,4,unknown,56,none,own,2,skilled,2,yes,yes,Risk,4690,Non-Metro,741
0_to_200,15,credits_paid_to_date,repairs,250,less_100,less_1,3,female,none,3,savings_insurance,21,bank,own,1,unemployed,1,yes,yes,No Risk,5648,Non-Metro,822
no_checking,25,prior_payments_delayed,radio_tv,4216,unknown,4_to_7,3,male,none,4,car_other,41,none,free,2,skilled,1,yes,yes,No Risk,6397,Metro,710
0_to_200,12,credits_paid_to_date,furniture,903,less_100,1_to_4,3,female,none,3,savings_insurance,27,none,own,1,skilled,1,yes,yes,No Risk,6698,Metro,824
less_0,19,credits_paid_to_date,car_used,615,less_100,less_1,2,male,none,2,savings_insurance,30,stores,rent,1,unskilled,1,none,yes,No Risk,4273,Metro,805
0_to_200,7,all_credits_paid_back,car_used,540,less_100,less_1,2,female,none,2,real_estate,19,none,own,1,skilled,1,none,yes,No Risk,5500,Metro,869
no_checking,35,outstanding_credit,appliances,7161,unknown,greater_7,4,male,co-applicant,3,car_other,48,none,free,2,skilled,1,yes,yes,Risk,6556,Metro,849
0_to_200,8,all_credits_paid_back,car_new,250,less_100,less_1,1,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,5256,Metro,738
no_checking,37,prior_payments_delayed,repairs,7410,unknown,greater_7,3,male,co-applicant,4,car_other,52,none,own,2,skilled,2,none,yes,Risk,3179,Metro,712
less_0,19,credits_paid_to_date,car_new,250,less_100,less_1,2,female,co-applicant,3,savings_insurance,19,bank,rent,1,unemployed,1,yes,yes,No Risk,7562,Non-Metro,734
no_checking,35,prior_payments_delayed,radio_tv,5608,500_to_1000,4_to_7,4,male,none,4,car_other,50,none,own,2,management_self-employed,1,yes,yes,Risk,3573,Non-Metro,845
no_checking,21,credits_paid_to_date,radio_tv,3602,100_to_500,4_to_7,2,female,none,4,savings_insurance,26,bank,own,1,unemployed,2,none,yes,No Risk,5867,Non-Metro,701
no_checking,26,prior_payments_delayed,radio_tv,6429,unknown,4_to_7,4,male,none,4,car_other,49,none,own,2,skilled,1,none,yes,Risk,6305,Metro,890
0_to_200,22,prior_payments_delayed,education,1437,greater_1000,1_to_4,2,male,none,1,car_other,19,stores,own,1,skilled,1,none,yes,No Risk,6388,Non-Metro,742
no_checking,25,outstanding_credit,car_used,6264,greater_1000,greater_7,3,male,co-applicant,3,unknown,52,bank,own,2,unskilled,1,yes,yes,Risk,4109,Non-Metro,897
less_0,4,credits_paid_to_date,car_new,250,less_100,less_1,1,female,none,1,savings_insurance,24,stores,rent,1,skilled,1,none,yes,No Risk,6148,Non-Metro,841
less_0,10,credits_paid_to_date,radio_tv,2324,less_100,less_1,2,male,none,1,savings_insurance,33,stores,own,1,skilled,1,none,yes,No Risk,6669,Metro,828
less_0,4,no_credits,car_new,250,less_100,less_1,1,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,6966,Metro,890
no_checking,68,outstanding_credit,other,9654,unknown,greater_7,5,male,co-applicant,3,unknown,42,none,free,4,unskilled,2,yes,yes,Risk,3853,Metro,895
0_to_200,4,all_credits_paid_back,car_used,250,less_100,less_1,2,female,none,3,real_estate,19,none,rent,1,management_self-employed,1,none,yes,No Risk,4524,Metro,710
no_checking,28,prior_payments_delayed,appliances,4465,100_to_500,1_to_4,3,female,none,4,car_other,42,none,free,1,skilled,1,none,yes,No Risk,5264,Metro,873
0_to_200,4,all_credits_paid_back,car_new,1141,100_to_500,1_to_4,2,female,none,3,savings_insurance,38,none,rent,1,skilled,1,none,yes,No Risk,6638,Non-Metro,881
0_to_200,27,all_credits_paid_back,car_new,1410,less_100,4_to_7,3,male,none,3,real_estate,26,bank,own,1,unskilled,1,none,yes,No Risk,4104,Non-Metro,820
no_checking,20,outstanding_credit,furniture,3442,500_to_1000,4_to_7,4,male,none,4,savings_insurance,50,none,own,1,management_self-employed,1,yes,yes,No Risk,7770,Metro,802
0_to_200,26,all_credits_paid_back,furniture,3596,500_to_1000,1_to_4,2,male,none,2,real_estate,23,none,own,1,skilled,1,none,yes,No Risk,7040,Metro,736
no_checking,14,outstanding_credit,radio_tv,5020,unknown,greater_7,4,male,co-applicant,5,savings_insurance,55,none,free,2,skilled,2,yes,yes,Risk,5268,Metro,738
0_to_200,15,credits_paid_to_date,car_used,4353,less_100,less_1,3,female,none,2,real_estate,33,none,rent,1,management_self-employed,1,none,yes,No Risk,6812,Non-Metro,823
no_checking,20,credits_paid_to_date,furniture,5612,500_to_1000,1_to_4,3,male,none,3,car_other,41,none,own,2,skilled,1,none,no,No Risk,6875,Metro,717
no_checking,26,prior_payments_delayed,car_used,3836,unknown,greater_7,4,male,none,3,savings_insurance,44,none,own,2,skilled,1,none,yes,Risk,4965,Metro,720
no_checking,17,outstanding_credit,business,3950,unknown,4_to_7,4,male,none,4,car_other,46,stores,own,2,unskilled,2,yes,yes,No Risk,3976,Metro,749
no_checking,39,outstanding_credit,other,8191,unknown,4_to_7,5,male,none,5,unknown,50,none,own,2,skilled,2,yes,yes,Risk,6032,Non-Metro,877
0_to_200,12,all_credits_paid_back,appliances,1164,less_100,1_to_4,2,male,none,2,real_estate,26,none,own,1,skilled,1,none,yes,No Risk,4812,Metro,748
0_to_200,19,credits_paid_to_date,car_used,1817,500_to_1000,4_to_7,3,female,co-applicant,4,real_estate,43,none,own,2,skilled,1,yes,yes,No Risk,3862,Metro,740
no_checking,26,prior_payments_delayed,radio_tv,6209,unknown,4_to_7,3,female,none,4,car_other,41,bank,own,2,unemployed,1,none,yes,Risk,4097,Non-Metro,719
0_to_200,18,credits_paid_to_date,car_new,2177,100_to_500,less_1,2,male,none,3,real_estate,27,none,own,2,skilled,1,yes,yes,No Risk,7545,Metro,885
less_0,9,all_credits_paid_back,car_used,250,less_100,unemployed,1,male,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk,6262,Non-Metro,846
no_checking,39,credits_paid_to_date,car_used,4713,100_to_500,1_to_4,4,male,none,4,car_other,51,none,own,2,skilled,1,none,yes,Risk,4633,Metro,710
no_checking,24,prior_payments_delayed,car_used,1658,500_to_1000,4_to_7,3,male,none,4,savings_insurance,40,none,own,2,skilled,2,yes,yes,No Risk,6713,Metro,744
0_to_200,19,prior_payments_delayed,car_used,4851,500_to_1000,less_1,3,female,none,4,car_other,44,none,own,2,skilled,1,none,yes,No Risk,5413,Metro,811
no_checking,40,prior_payments_delayed,repairs,5844,500_to_1000,4_to_7,4,male,none,4,savings_insurance,30,none,free,2,skilled,1,none,yes,No Risk,6583,Metro,802
0_to_200,20,prior_payments_delayed,furniture,2349,100_to_500,greater_7,3,female,none,3,savings_insurance,36,bank,own,1,unemployed,1,yes,yes,No Risk,5320,Non-Metro,848
0_to_200,22,credits_paid_to_date,retraining,1533,less_100,1_to_4,2,female,none,2,real_estate,22,none,own,1,skilled,1,none,yes,No Risk,7963,Non-Metro,857
less_0,14,all_credits_paid_back,furniture,2491,less_100,less_1,2,female,none,3,real_estate,32,stores,rent,1,skilled,1,none,yes,No Risk,7765,Metro,800
no_checking,19,outstanding_credit,business,2852,unknown,4_to_7,4,male,none,4,savings_insurance,55,none,own,2,skilled,1,none,yes,No Risk,7232,Metro,723
no_checking,27,all_credits_paid_back,vacation,6752,greater_1000,greater_7,4,male,none,3,car_other,40,none,free,2,skilled,1,none,yes,Risk,6955,Metro,712
greater_200,26,credits_paid_to_date,furniture,1997,100_to_500,less_1,2,female,none,3,savings_insurance,35,none,own,2,skilled,1,none,yes,No Risk,6371,Metro,817
greater_200,22,outstanding_credit,appliances,7072,100_to_500,greater_7,3,male,guarantor,3,car_other,65,none,own,2,skilled,1,yes,yes,Risk,3037,Metro,712
no_checking,14,outstanding_credit,car_new,1670,500_to_1000,4_to_7,2,male,none,4,car_other,32,none,own,2,management_self-employed,1,yes,yes,No Risk,6773,Non-Metro,871
no_checking,43,prior_payments_delayed,other,6564,500_to_1000,greater_7,5,male,none,5,unknown,52,none,free,2,skilled,2,yes,yes,Risk,3127,Non-Metro,835
0_to_200,13,credits_paid_to_date,car_new,1959,less_100,1_to_4,3,male,co-applicant,4,real_estate,49,none,free,2,skilled,1,yes,yes,No Risk,6598,Non-Metro,802
0_to_200,24,credits_paid_to_date,radio_tv,4376,greater_1000,1_to_4,3,female,none,2,savings_insurance,49,none,free,2,skilled,1,none,yes,No Risk,5419,Metro,807
no_checking,21,outstanding_credit,car_used,4175,500_to_1000,4_to_7,3,male,co-applicant,3,car_other,49,none,free,1,skilled,1,yes,yes,Risk,3182,Non-Metro,713
0_to_200,20,credits_paid_to_date,car_new,3771,500_to_1000,4_to_7,4,male,none,3,savings_insurance,45,none,own,2,skilled,1,none,yes,No Risk,5079,Non-Metro,733
no_checking,19,outstanding_credit,appliances,7825,unknown,greater_7,3,male,co-applicant,4,unknown,44,none,own,2,skilled,2,yes,yes,Risk,6861,Metro,731
0_to_200,17,prior_payments_delayed,radio_tv,1863,greater_1000,less_1,3,male,co-applicant,3,car_other,41,none,free,2,skilled,1,yes,yes,No Risk,3187,Metro,734
0_to_200,4,all_credits_paid_back,radio_tv,2243,less_100,1_to_4,3,female,none,2,savings_insurance,27,none,own,1,skilled,1,none,yes,No Risk,5853,Non-Metro,841
less_0,10,all_credits_paid_back,car_used,1266,less_100,less_1,1,female,none,3,savings_insurance,32,none,own,1,skilled,1,none,yes,No Risk,5131,Non-Metro,811
no_checking,19,credits_paid_to_date,repairs,4090,greater_1000,1_to_4,2,male,none,3,savings_insurance,41,none,own,1,skilled,1,none,yes,No Risk,7264,Metro,866
0_to_200,30,credits_paid_to_date,radio_tv,2884,100_to_500,1_to_4,2,female,none,2,car_other,41,stores,own,1,skilled,1,none,yes,No Risk,5300,Non-Metro,842
no_checking,32,prior_payments_delayed,retraining,4044,500_to_1000,greater_7,4,female,none,4,savings_insurance,45,none,own,1,skilled,1,yes,yes,Risk,4285,Non-Metro,732
no_checking,39,prior_payments_delayed,other,6239,500_to_1000,1_to_4,4,male,none,3,savings_insurance,39,none,own,3,management_self-employed,1,yes,yes,No Risk,5453,Metro,743
0_to_200,26,credits_paid_to_date,radio_tv,3843,less_100,1_to_4,2,male,none,3,savings_insurance,19,none,own,1,skilled,1,yes,yes,No Risk,7069,Metro,858
no_checking,32,prior_payments_delayed,business,6006,100_to_500,1_to_4,4,male,none,4,unknown,37,none,free,2,management_self-employed,1,yes,yes,No Risk,6575,Metro,736
no_checking,13,credits_paid_to_date,car_new,4695,greater_1000,4_to_7,4,male,none,4,car_other,39,none,own,2,management_self-employed,1,none,yes,No Risk,7860,Metro,718
0_to_200,17,credits_paid_to_date,appliances,4703,less_100,1_to_4,3,male,co-applicant,2,savings_insurance,43,none,own,1,skilled,1,yes,yes,No Risk,6759,Non-Metro,877
no_checking,29,prior_payments_delayed,appliances,2001,500_to_1000,4_to_7,4,male,none,2,savings_insurance,48,none,own,2,skilled,1,none,yes,Risk,3216,Non-Metro,725
less_0,12,prior_payments_delayed,repairs,3416,less_100,less_1,2,male,none,2,savings_insurance,27,none,own,1,skilled,1,none,yes,No Risk,7735,Non-Metro,716
less_0,5,no_credits,car_used,250,less_100,unemployed,1,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,3224,Metro,705
0_to_200,34,prior_payments_delayed,furniture,3756,100_to_500,1_to_4,3,male,none,3,car_other,40,none,own,1,skilled,1,yes,no,No Risk,5085,Metro,893
0_to_200,10,credits_paid_to_date,car_used,250,less_100,less_1,1,female,none,2,real_estate,24,stores,rent,1,skilled,1,none,yes,No Risk,4847,Non-Metro,896
no_checking,36,prior_payments_delayed,other,8036,unknown,4_to_7,4,male,none,4,unknown,53,none,own,2,skilled,2,yes,yes,Risk,7633,Non-Metro,885
less_0,12,all_credits_paid_back,car_used,250,500_to_1000,1_to_4,1,female,none,1,savings_insurance,28,stores,rent,1,unskilled,1,none,yes,No Risk,5382,Metro,895
no_checking,41,prior_payments_delayed,repairs,6551,500_to_1000,1_to_4,3,male,none,4,savings_insurance,44,none,free,2,skilled,1,yes,yes,No Risk,6601,Non-Metro,708
0_to_200,8,all_credits_paid_back,car_used,250,500_to_1000,less_1,2,female,none,2,real_estate,23,none,rent,1,skilled,1,none,yes,No Risk,6738,Non-Metro,880
no_checking,24,prior_payments_delayed,radio_tv,6836,greater_1000,greater_7,5,male,none,5,unknown,45,none,own,2,skilled,2,yes,yes,Risk,6339,Metro,858
0_to_200,18,credits_paid_to_date,car_new,250,less_100,less_1,2,female,none,2,real_estate,19,none,own,1,skilled,1,none,yes,No Risk,5326,Non-Metro,805
no_checking,27,prior_payments_delayed,appliances,5245,100_to_500,greater_7,4,male,none,2,savings_insurance,40,none,own,2,skilled,1,none,yes,No Risk,4053,Non-Metro,820
no_checking,32,prior_payments_delayed,furniture,2009,500_to_1000,greater_7,3,male,none,3,savings_insurance,46,none,own,2,skilled,2,yes,yes,Risk,6069,Non-Metro,719
0_to_200,14,credits_paid_to_date,radio_tv,3073,less_100,less_1,3,female,none,1,savings_insurance,29,none,rent,1,skilled,1,none,yes,No Risk,5074,Non-Metro,853
no_checking,16,credits_paid_to_date,furniture,5775,less_100,less_1,3,female,none,3,savings_insurance,22,none,free,1,management_self-employed,1,none,yes,No Risk,3892,Non-Metro,842
no_checking,43,prior_payments_delayed,radio_tv,6713,unknown,4_to_7,4,male,co-applicant,4,car_other,43,stores,own,2,unskilled,1,yes,yes,Risk,3750,Metro,717
less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,2,male,none,1,real_estate,28,none,rent,1,skilled,1,none,yes,No Risk,7183,Metro,879
no_checking,26,prior_payments_delayed,education,5053,100_to_500,1_to_4,4,male,none,4,savings_insurance,40,none,own,1,management_self-employed,1,yes,yes,No Risk,3878,Non-Metro,848
0_to_200,4,all_credits_paid_back,car_new,250,100_to_500,1_to_4,1,female,none,1,real_estate,20,stores,rent,1,skilled,1,none,yes,No Risk,5162,Metro,736
less_0,19,credits_paid_to_date,retraining,4880,less_100,1_to_4,4,female,co-applicant,2,car_other,46,none,free,2,skilled,1,yes,yes,No Risk,6644,Non-Metro,889
0_to_200,14,credits_paid_to_date,vacation,1112,less_100,less_1,3,female,none,3,savings_insurance,19,bank,own,1,unemployed,1,none,yes,No Risk,6471,Non-Metro,743
no_checking,32,outstanding_credit,furniture,7054,500_to_1000,greater_7,5,male,co-applicant,5,unknown,51,none,free,2,skilled,2,yes,yes,Risk,5818,Non-Metro,701
less_0,11,all_credits_paid_back,appliances,250,100_to_500,less_1,2,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,6944,Metro,890
no_checking,46,outstanding_credit,repairs,5699,unknown,greater_7,4,male,co-applicant,4,unknown,50,none,free,2,skilled,2,yes,yes,Risk,7266,Non-Metro,719
no_checking,34,credits_paid_to_date,education,9717,100_to_500,1_to_4,4,male,none,3,car_other,40,none,own,2,management_self-employed,1,yes,yes,No Risk,5716,Non-Metro,841
greater_200,29,prior_payments_delayed,radio_tv,6907,100_to_500,greater_7,4,female,none,3,unknown,52,bank,own,2,unemployed,1,yes,yes,Risk,7107,Metro,722
0_to_200,14,credits_paid_to_date,car_new,250,less_100,less_1,2,female,none,3,real_estate,21,none,rent,1,skilled,1,none,yes,No Risk,7000,Metro,741
no_checking,30,credits_paid_to_date,radio_tv,5161,100_to_500,1_to_4,3,male,none,3,savings_insurance,39,none,own,1,management_self-employed,1,yes,yes,No Risk,4803,Metro,747
0_to_200,8,all_credits_paid_back,car_used,250,100_to_500,4_to_7,3,female,none,2,real_estate,26,none,rent,1,skilled,1,none,yes,No Risk,4770,Metro,835
0_to_200,33,all_credits_paid_back,radio_tv,3821,500_to_1000,less_1,3,male,none,3,real_estate,26,none,own,1,skilled,1,none,yes,No Risk,6444,Metro,715
no_checking,28,outstanding_credit,appliances,5265,500_to_1000,greater_7,4,male,co-applicant,3,unknown,36,none,free,1,skilled,1,yes,yes,Risk,6312,Non-Metro,737
no_checking,48,outstanding_credit,appliances,10268,greater_1000,greater_7,6,male,co-applicant,6,unknown,53,none,free,2,management_self-employed,2,yes,yes,Risk,7190,Metro,855
less_0,18,prior_payments_delayed,furniture,250,greater_1000,less_1,2,male,none,3,savings_insurance,19,stores,rent,2,skilled,1,none,yes,No Risk,7357,Metro,824
no_checking,35,prior_payments_delayed,furniture,5987,500_to_1000,greater_7,3,male,co-applicant,4,car_other,54,stores,own,2,skilled,2,yes,yes,Risk,4252,Non-Metro,717
0_to_200,4,prior_payments_delayed,furniture,250,less_100,less_1,2,female,none,3,real_estate,20,none,own,1,skilled,1,none,yes,No Risk,4093,Non-Metro,706
no_checking,27,outstanding_credit,radio_tv,5888,unknown,greater_7,5,male,co-applicant,3,car_other,54,none,free,3,skilled,2,yes,yes,Risk,4575,Metro,806
less_0,6,all_credits_paid_back,radio_tv,808,less_100,less_1,2,female,none,3,savings_insurance,33,bank,rent,2,unskilled,2,none,yes,No Risk,6576,Metro,745
less_0,21,credits_paid_to_date,car_new,4001,less_100,unemployed,3,male,none,2,savings_insurance,27,bank,rent,1,unskilled,2,yes,yes,No Risk,3694,Metro,863
0_to_200,4,all_credits_paid_back,car_used,3823,less_100,1_to_4,3,female,none,2,savings_insurance,25,none,rent,1,management_self-employed,1,none,yes,No Risk,6941,Metro,881
less_0,18,prior_payments_delayed,car_new,1162,less_100,1_to_4,1,male,none,2,savings_insurance,32,stores,own,1,skilled,1,none,no,No Risk,7693,Non-Metro,824
